SUBTAB,PERMISSION NAME,USAGE DESCRIPTION,MINIMUM SELECTABLE LEVEL,MINIMUM SYSTEM LEVEL,Column1
Reports,Revenue Recognition Reports,Allows usage of the Customize Deferred Revenue Rollforward Customer task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Deferred Revenue Rollforward Detail task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Deferred Revenue Rollforward task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Deferred Revenue Waterfall Summary task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Deferred Revenue Waterfall task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Revenue By Customer task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Revenue By Item task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Revenue By State task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Revenue Contract Activity task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Revenue Reclassification Detail task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Revenue Reclassification task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Sales Order Revenue Forecast Detail task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Customize Sales Order Revenue Forecast Summary task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue By Customer report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue By Customer task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue By Item report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue By Item task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue By State report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue By State task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Reclassification Activity report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Reclassification Activity task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Reclassification Measure report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Reclassification report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Reclassification task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Rollforward By Customer Summary report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Rollforward Customer task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Rollforward Detail task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Rollforward Measure report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Rollforward Summary report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Rollforward task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Waterfall Detail report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Waterfall Detail task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Waterfall Summary report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Waterfall Summary report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Waterfall report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Waterfall task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Deferred Revenue Rollforward Transaction Details report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Reclass Billing report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Reclass Recognition report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue By Customer report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue By Customer task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue By Item report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue By Item task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue By State report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue By State task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Contract Activity report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Contract Activity report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Contract Activity task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Element report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Reclassification Activity report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Reclassification Detail report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Reclassification Detail task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Reclassification report component.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Reclassification Summary report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Reclassification task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Recognition Forecast Detail report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Recognition Forecast Detail task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Recognition Forecast Summary report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Revenue Recognition Forecast task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Sales Order Revenue Forecast Detail task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Sales Order Revenue Forecast task.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Scheduled Deferred Revenue report definition.,View,,
Reports,Revenue Recognition Reports,Allows usage of the Scheduled Deferred Revenue task.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Billing and Revenue Summary report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue By Customer report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue By Item report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue By State report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue Reclassification Activity report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue Reclassification report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue Rollforward By Customer report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue Rollforward report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue Waterfall Summary report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue Waterfall report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Deferred Revenue Rollforward Transaction Details report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Receivables by Customer report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Revenue By Customer report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Revenue By Item report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Revenue By State report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Revenue Contract Activity report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Revenue Reclassification Detail report.,View,,
Reports,Revenue Recognition Reports,Allows viewing of the Revenue Reclassification Summary report.,View,,
Reports,Sales,Allows usage of the Customer Profitability Detail report definition.,View,,
Reports,Sales,Allows usage of the Customer Profitability Summary report definition.,View,,
Reports,Sales,Allows usage of the Estimates to Close report definition.,View,,
Reports,Sales,Allows usage of the Opportunities Lost report definition.,View,,
Reports,Sales,Allows usage of the Opportunities to Close Detail report definition.,View,,
Reports,Sales,Allows usage of the Opportunities Won report definition.,View,,
Reports,Sales,Allows usage of the Partner Activity Detail report definition.,View,,
Reports,Sales,Allows usage of the Partner Activity Summary report definition.,View,,
Reports,Sales,Allows usage of the Prospect Analysis Detail report definition.,View,,
Reports,Sales,Allows usage of the Prospect Analysis Summary report definition.,View,,
Reports,Sales,Allows usage of the Authorized Commissions report component.,View,,
Reports,Sales,Allows usage of the Commissions Overview report component.,View,,
Reports,Sales,Allows usage of the Comparative Sales report definition.,View,,
Reports,Sales,Allows usage of the Comparative Sales task.,View,,
Reports,Sales,Allows usage of the Cost by Customer Detail report definition.,View,,
Reports,Sales,Allows usage of the Cost by Customer Detail task.,View,,
Reports,Sales,Allows usage of the Cost Transactions report component.,View,,
Reports,Sales,Allows usage of the Customer Aging History report definition.,View,,
Reports,Sales,Allows usage of the Customer Aging History task.,View,,
Reports,Sales,Allows usage of the Customer Profitability Detail task.,View,,
Reports,Sales,Allows usage of the Customer Profitability task.,View,,
Reports,Sales,Allows usage of the Customers by Sales Rep Detail task.,View,,
Reports,Sales,Allows usage of the Customers by Sales Rep task.,View,,
Reports,Sales,Allows usage of the Customers by Territory Detail task.,View,,
Reports,Sales,Allows usage of the Customers by Territory task.,View,,
Reports,Sales,Allows usage of the Customers Won snapshot.,View,,
Reports,Sales,Allows usage of the Customize Cost by Customer Detail task.,View,,
Reports,Sales,Allows usage of the Customize Customer Aging History task.,View,,
Reports,Sales,Allows usage of the Customize Customer Profitability Detail task.,View,,
Reports,Sales,Allows usage of the Customize Customer Profitability Summary task.,View,,
Reports,Sales,Allows usage of the Customize Deferred Revenue by Customer Summary task.,View,,
Reports,Sales,Allows usage of the Customize Deferred Revenue Detail task.,View,,
Reports,Sales,Allows usage of the Customize Deferred Revenue Forecast Summary task.,View,,
Reports,Sales,Allows usage of the Customize Gross Lead Analysis Detail Report task.,View,,
Reports,Sales,Allows usage of the Customize Gross Lead Analysis Summary Report task.,View,,
Reports,Sales,Allows usage of the Customize Opportunities to Close Detail task.,View,,
Reports,Sales,Allows usage of the Customize Opportunities to Close Summary task.,View,,
Reports,Sales,Allows usage of the Customize Prospect Analysis Detail task.,View,,
Reports,Sales,Allows usage of the Customize Prospect Analysis Summary task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Customer Detail task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Customer Summary task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Historical Team Detail (Transaction Date) task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Historical Team Detail task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Historical Team Summary (Transaction Date) task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Historical Team Summary task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Item Detail task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Item Summary task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Lead Source Detail task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Lead Source Summary task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Sales Rep Detail task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Sales Rep Summary task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Sales Team Detail task.,View,,
Reports,Sales,Allows usage of the Customize Sales by Sales Team Summary task.,View,,
Reports,Sales,Allows usage of the Customize Shipping Report task.,View,,
Reports,Sales,Allows usage of the Customize Total Open Opportunities Detail task.,View,,
Reports,Sales,Allows usage of the Customize Total Open Opportunities Summary task.,View,,
Reports,Sales,Allows usage of the Estimated Commissions report component.,View,,
Reports,Sales,Allows usage of the Exchange Rate Transactions report component.,View,,
Reports,Sales,Allows usage of the Fast Entity Sales report component.,View,,
Reports,Sales,Allows usage of the Fast Sales report component.,View,,
Reports,Sales,Allows usage of the Forecast (ALT_SALES) snapshot.,View,,
Reports,Sales,Allows usage of the Forecast Override (ALT_SALES) snapshot.,View,,
Reports,Sales,Allows usage of the Forecast Override snapshot.,View,,
Reports,Sales,Allows usage of the Forecast snapshot.,View,,
Reports,Sales,Allows usage of the Gross Lead Source Analysis Detail task.,View,,
Reports,Sales,Allows usage of the Gross Lead Source Analysis task.,View,,
Reports,Sales,Allows usage of the GST on Sales Detail report definition.,View,,
Reports,Sales,Allows usage of the GST on Sales Summary report definition.,View,,
Reports,Sales,Allows usage of the GST/HST on Sales Detail report definition.,View,,
Reports,Sales,Allows usage of the GST/HST on Sales Summary report definition.,View,,
Reports,Sales,Allows usage of the Item Fulfillment report component.,View,,
Reports,Sales,Allows usage of the Lead Source Analysis Detail task.,View,,
Reports,Sales,Allows usage of the Lead Source Analysis task.,View,,
Reports,Sales,Allows usage of the New Customer Sales Detail report definition.,View,,
Reports,Sales,Allows usage of the New Customer Sales Summary report definition.,View,,
Reports,Sales,Allows usage of the New Business snapshot.,View,,
Reports,Sales,Allows usage of the New Customers snapshot.,View,,
Reports,Sales,Allows usage of the Opportunities to Close Detail task.,View,,
Reports,Sales,Allows usage of the Opportunities to Close task.,View,,
Reports,Sales,Allows usage of the Paid Commissions report component.,View,,
Reports,Sales,Allows usage of the Pending Commissions report component.,View,,
Reports,Sales,Allows usage of the Pipeline (Alt. Sales Projected) snapshot.,View,,
Reports,Sales,Allows usage of the Pipeline (Alt. Sales Weighted) snapshot.,View,,
Reports,Sales,Allows usage of the Pipeline (Projected) snapshot.,View,,
Reports,Sales,Allows usage of the Pipeline (Weighted) snapshot.,View,,
Reports,Sales,Allows usage of the Pipeline Deals snapshot.,View,,
Reports,Sales,Allows usage of the Profitability report component.,View,,
Reports,Sales,Allows usage of the Prospect Analysis Detail task.,View,,
Reports,Sales,Allows usage of the Prospect Analysis task.,View,,
Reports,Sales,Allows usage of the PST on Sales Detail report definition.,View,,
Reports,Sales,Allows usage of the PST on Sales Summary report definition.,View,,
Reports,Sales,Allows usage of the Quantity Ordered (Sales) report component.,View,,
Reports,Sales,Allows usage of the Quantity Sold report component.,View,,
Reports,Sales,Allows usage of the Realized Exchange Rate Gains and Losses report definition.,View,,
Reports,Sales,Allows usage of the Sales (Cash Basis) snapshot.,View,,
Reports,Sales,Allows usage of the Sales (Orders ALT_SALES) snapshot.,View,,
Reports,Sales,Allows usage of the Sales Activity by Customer Detail report definition.,View,,
Reports,Sales,Allows usage of the Sales Activity by Customer Summary report definition.,View,,
Reports,Sales,Allows usage of the Sales Activity by Sales Rep Detail report definition.,View,,
Reports,Sales,Allows usage of the Sales Activity by Sales Rep Summary report definition.,View,,
Reports,Sales,Allows usage of the Sales by Customer Detail report definition.,View,,
Reports,Sales,Allows usage of the Sales by Customer Summary report definition.,View,,
Reports,Sales,Allows usage of the Sales by Customer Detail task.,View,,
Reports,Sales,Allows usage of the Sales by Customer task.,View,,
Reports,Sales,Allows usage of the Sales by Historical Team (Transaction Date) task.,View,,
Reports,Sales,Allows usage of the Sales by Historical Team Detail (Transaction Date) report definition.,View,,
Reports,Sales,Allows usage of the Sales by Historical Team Detail report definition.,View,,
Reports,Sales,Allows usage of the Sales by Historical Team Detail task.,View,,
Reports,Sales,Allows usage of the Sales by Historical Team Summary (Transaction Date) report definition.,View,,
Reports,Sales,Allows usage of the Sales by Historical Team Summary report definition.,View,,
Reports,Sales,Allows usage of the Sales by Historical Team task.,View,,
Reports,Sales,Allows usage of the Sales by Item Detail (Transaction Date) task.,View,,
Reports,Sales,Allows usage of the Sales by Item Detail report definition.,View,,
Reports,Sales,Allows usage of the Sales by Item Detail task.,View,,
Reports,Sales,Allows usage of the Sales by Item Summary report definition.,View,,
Reports,Sales,Allows usage of the Sales by Item task.,View,,
Reports,Sales,Allows usage of the Sales by Lead Source Detail report definition.,View,,
Reports,Sales,Allows usage of the Sales by Lead Source Detail task.,View,,
Reports,Sales,Allows usage of the Sales by Lead Source Summary report definition.,View,,
Reports,Sales,Allows usage of the Sales by Lead Source task.,View,,
Reports,Sales,Allows usage of the Sales by Paid Keyword Detail report definition.,View,,
Reports,Sales,Allows usage of the Sales by Paid Keyword Detail task.,View,,
Reports,Sales,Allows usage of the Sales by Paid Keyword Summary report definition.,View,,
Reports,Sales,Allows usage of the Sales by Paid Keyword task.,View,,
Reports,Sales,Allows usage of the Sales by Sales Rep Detail report definition.,View,,
Reports,Sales,Allows usage of the Sales by Sales Rep Detail task.,View,,
Reports,Sales,Allows usage of the Sales by Sales Rep Summary report definition.,View,,
Reports,Sales,Allows usage of the Sales by Sales Rep task.,View,,
Reports,Sales,Allows usage of the Sales by Sales Team Detail report definition.,View,,
Reports,Sales,Allows usage of the Sales by Sales Team Detail task.,View,,
Reports,Sales,Allows usage of the Sales by Sales Team Summary report definition.,View,,
Reports,Sales,Allows usage of the Sales by Sales Team task.,View,,
Reports,Sales,Allows usage of the Sales report component.,View,,
Reports,Sales,Allows usage of the Sales snapshot.,View,,
Reports,Sales,Allows usage of the Sales Team Sales report component.,View,,
Reports,Sales,Allows usage of the Sales Transactions report component.,View,,
Reports,Sales,Allows usage of the Total Open Opportunities Detail report definition.,View,,
Reports,Sales,Allows usage of the Total Open Opportunities Detail task.,View,,
Reports,Sales,Allows usage of the Total Open Opportunities task.,View,,
Reports,Sales,Allows usage of the Total Pipeline (Alt. Sales Projected) snapshot.,View,,
Reports,Sales,Allows usage of the Total Pipeline (Alt. Sales Weighted) snapshot.,View,,
Reports,Sales,Allows usage of the Total Pipeline (Projected) snapshot.,View,,
Reports,Sales,Allows usage of the Total Pipeline (Weighted) snapshot.,View,,
Reports,Sales,Allows usage of the Total Pipeline Deals snapshot.,View,,
Reports,Sales,Allows usage of the VAT on Sales Detail report definition.,View,,
Reports,Sales,Allows usage of the VAT on Sales Summary report definition.,View,,
Reports,Sales,Allows viewing of the ALT_SALES Pipeline by Sales Rep Detail report.,View,,
Reports,Sales,Allows viewing of the ALT_SALES Pipeline by Sales Rep Summary report.,View,,
Reports,Sales,Allows viewing of the ALT_SALES Total Pipeline by Sales Rep Detail report.,View,,
Reports,Sales,Allows viewing of the ALT_SALES Total Pipeline by Sales Rep Summary report.,View,,
Reports,Sales,Allows viewing of the Comparative Sales (ALT_SALES) report.,View,,
Reports,Sales,Allows viewing of the Comparative Sales (Orders) report.,View,,
Reports,Sales,Allows viewing of the Comparative Sales report.,View,,
Reports,Sales,Allows viewing of the Cost Detail by Customer report.,View,,
Reports,Sales,Allows viewing of the Customer Activity by Customer Detail report.,View,,
Reports,Sales,Allows viewing of the Customer Activity by Customer Summary report.,View,,
Reports,Sales,Allows viewing of the Customer Activity by Sales Rep Detail report.,View,,
Reports,Sales,Allows viewing of the Customer Activity by Sales Rep Summary report.,View,,
Reports,Sales,Allows viewing of the Deferred Revenue report.,View,,
Reports,Sales,Allows viewing of the Exchange Rate Detail by Customer report.,View,,
Reports,Sales,Allows viewing of the Forecast by Status Summary report.,View,,
Reports,Sales,Allows viewing of the Forecast Summary By Status report.,View,,
Reports,Sales,Allows viewing of the GST on Sales Detail report.,View,,
Reports,Sales,Allows viewing of the GST on Sales Summary report.,View,,
Reports,Sales,Allows viewing of the Job Profitability Detail report.,View,,
Reports,Sales,Allows viewing of the Job Profitability Summary report.,View,,
Reports,Sales,Allows viewing of the Lost Opportunities report.,View,,
Reports,Sales,Allows viewing of the New Customer Sales Detail report.,View,,
Reports,Sales,Allows viewing of the New Customer Sales Orders Detail report.,View,,
Reports,Sales,Allows viewing of the New Customer Sales Orders Summary report.,View,,
Reports,Sales,Allows viewing of the New Customer Sales Summary report.,View,,
Reports,Sales,Allows viewing of the Open Opportunities report.,View,,
Reports,Sales,Allows viewing of the Open Opportunities Summary report.,View,,
Reports,Sales,Allows viewing of the Partner Activity Detail report.,View,,
Reports,Sales,Allows viewing of the Partner Activity Summary report.,View,,
Reports,Sales,Allows viewing of the Pipeline Aging Detail report.,View,,
Reports,Sales,Allows viewing of the Pipeline Aging Summary report.,View,,
Reports,Sales,Allows viewing of the Pipeline by Customer Detail report.,View,,
Reports,Sales,Allows viewing of the Pipeline by Customer Summary report.,View,,
Reports,Sales,Allows viewing of the Pipeline by Sales Rep Detail report.,View,,
Reports,Sales,Allows viewing of the Pipeline by Sales Rep Summary report.,View,,
Reports,Sales,Allows viewing of the Pipeline by Status Summary report.,View,,
Reports,Sales,Allows viewing of the Prospect Analysis Detail report.,View,,
Reports,Sales,Allows viewing of the Prospect Analysis Summary report.,View,,
Reports,Sales,Allows viewing of the PST on Sales Detail report.,View,,
Reports,Sales,Allows viewing of the PST on Sales Summary report.,View,,
Reports,Sales,Allows viewing of the Quota Reps report.,View,,
Reports,Sales,Allows viewing of the Revenue Recognition Forecast Detail report.,View,,
Reports,Sales,Allows viewing of the Revenue Recognition Forecast Summary report.,View,,
Reports,Sales,Allows viewing of the Sales by Historical Team Detail (Transaction Date) report.,View,,
Reports,Sales,Allows viewing of the Sales by Historical Team Detail report.,View,,
Reports,Sales,Allows viewing of the Sales by Historical Team Summary (Transaction Date) report.,View,,
Reports,Sales,Allows viewing of the Sales by Historical Team Summary report.,View,,
Reports,Sales,Allows viewing of the Sales by Sales Team Detail report.,View,,
Reports,Sales,Allows viewing of the Sales by Sales Team Summary report.,View,,
Reports,Sales,Allows viewing of the Sales Detail by Customer report.,View,,
Reports,Sales,Allows viewing of the Sales Detail by Item report.,View,,
Reports,Sales,Allows viewing of the Sales Detail by Lead Source report.,View,,
Reports,Sales,Allows viewing of the Sales Detail by Sales Rep report.,View,,
Reports,Sales,Allows viewing of the Sales Forecast Detail (Outstanding) report.,View,,
Reports,Sales,Allows viewing of the Sales Forecast Summary (Outstanding) report.,View,,
Reports,Sales,Allows viewing of the Sales Order Revenue Forecast Detail report.,View,,
Reports,Sales,Allows viewing of the Sales Order Revenue Forecast Summary report.,View,,
Reports,Sales,Allows viewing of the Sales Orders by Customer Summary report.,View,,
Reports,Sales,Allows viewing of the Sales Orders by Item Summary report.,View,,
Reports,Sales,Allows viewing of the Sales Orders by Partner Detail report.,View,,
Reports,Sales,Allows viewing of the Sales Orders by Partner Summary report.,View,,
Reports,Sales,Allows viewing of the Sales Orders by Promotion Detail report.,View,,
Reports,Sales,Allows viewing of the Sales Orders by Promotion Summary report.,View,,
Reports,Sales,Allows viewing of the Sales Orders by Sales Rep Summary report.,View,,
Reports,Sales,Allows viewing of the Sales Summary by Customer report.,View,,
Reports,Sales,Allows viewing of the Sales Summary by Item report.,View,,
Reports,Sales,Allows viewing of the Sales Summary by Lead Source report.,View,,
Reports,Sales,Allows viewing of the Sales Summary by Sales Rep report.,View,,
Reports,Sales,Allows viewing of the Shipping Report report.,View,,
Reports,Sales,Allows viewing of the Total Open Opportunities report.,View,,
Reports,Sales,Allows viewing of the Total Open Opportunities Summary report.,View,,
Reports,Sales,Allows viewing of the Total Pipeline by Customer Detail report.,View,,
Reports,Sales,Allows viewing of the Total Pipeline by Customer Summary report.,View,,
Reports,Sales,Allows viewing of the Total Pipeline by Sales Rep Detail report.,View,,
Reports,Sales,Allows viewing of the Total Pipeline by Sales Rep Summary report.,View,,
Reports,Sales,Allows viewing of the Total Pipeline by Status Summary report.,View,,
Reports,Sales,Allows viewing of the VAT on Sales Detail report.,View,,
Reports,Sales,Allows viewing of the VAT on Sales Summary report.,View,,
Reports,Sales,Allows viewing of the Won Opportunities report.,View,,
Reports,Sales By Partner,Allows usage of the Customers by Partner Detail report definition.,View,,
Reports,Sales By Partner,Allows usage of the Customers by Partner Summary report definition.,View,,
Reports,Sales By Partner,Allows usage of the Customers by Partner Detail task.,View,,
Reports,Sales By Partner,Allows usage of the Customers by Partner task.,View,,
Reports,Sales By Partner,Allows usage of the Customize Customers by Partner Detail task.,View,,
Reports,Sales By Partner,Allows usage of the Customize Customers by Partner Summary task.,View,,
Reports,Sales By Partner,Allows usage of the Customize Partner Activity Detail task.,View,,
Reports,Sales By Partner,Allows usage of the Customize Partner Activity Summary task.,View,,
Reports,Sales By Partner,Allows usage of the Customize Sales by Partner Detail task.,View,,
Reports,Sales By Partner,Allows usage of the Customize Sales by Partner Summary task.,View,,
Reports,Sales By Partner,Allows usage of the Partner Activity Detail task.,View,,
Reports,Sales By Partner,Allows usage of the Partner Activity task.,View,,
Reports,Sales By Partner,Allows usage of the Sales by Partner Detail report definition.,View,,
Reports,Sales By Partner,Allows usage of the Sales by Partner Summary report definition.,View,,
Reports,Sales By Partner,Allows usage of the Sales by Partner Detail task.,View,,
Reports,Sales By Partner,Allows usage of the Sales by Partner task.,View,,
Reports,Sales By Partner,Allows viewing of the Customers By Sales Rep Detail report.,View,,
Reports,Sales By Partner,Allows viewing of the Customers By Sales Rep Summary report.,View,,
Reports,Sales By Partner,Allows viewing of the Sales Detail by Partner report.,View,,
Reports,Sales By Partner,Allows viewing of the Sales Summary by Partner report.,View,,
Reports,Sales By Promotion,Allows usage of the Customize Sales by Promotion Detail task.,View,,
Reports,Sales By Promotion,Allows usage of the Customize Sales by Promotion Summary task.,View,,
Reports,Sales By Promotion,Allows usage of the Sales by Promotion Detail report definition.,View,,
Reports,Sales By Promotion,Allows usage of the Sales by Promotion Detail task.,View,,
Reports,Sales By Promotion,Allows usage of the Sales by Promotion Summary report definition.,View,,
Reports,Sales By Promotion,Allows usage of the Sales by Promotion task.,View,,
Reports,Sales By Promotion,Allows viewing of the Sales Detail by Promotion report.,View,,
Reports,Sales By Promotion,Allows viewing of the Sales Summary by Promotion report.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES and Billings Forecast vs. Quota report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast by Class Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast by Department Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast by Location Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast by Sales Rep Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast by Sales Rep Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota by Class and Sales Rep report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota by Class report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota by Department and Sales Rep report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota by Department report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota by Location and Sales Rep report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota by Location report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Pipeline by Sales Rep Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Pipeline by Sales Rep Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Total Pipeline by Sales Rep Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Total Pipeline by Sales Rep Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Customer Count report component.,,,
Reports,Sales Force Automation,Allows usage of the Customers by Sales Rep Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Customers by Sales Rep Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Customers by Territory Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Customers by Territory Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Lead Count report component.,,,
Reports,Sales Force Automation,Allows usage of the Opportunities to Close Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Opportunity report component.,,,
Reports,Sales Force Automation,Allows usage of the Prospect Count report component.,,,
Reports,Sales Force Automation,Allows usage of the Activity report component.,,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES and Billings Forecast vs. Quota task.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast by Sales Rep task.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota by Class task.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota by Department task.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota by Location task.,View,,
